t,x,y,z,speed,mach,vx,vy,vz,ax,ay,az,a_thrust_x,a_thrust_y,a_thrust_z,drag_x,drag_y,drag_z,drag_magnitude,rho,dynamic_pressure,thrust_factor,mass,fuel,kinetic_energy,potential_energy,total_energy,pos_error_x,pos_error_y,pos_error_z,pos_error_magnitude,correction_x,correction_y,correction_z,wind_x,wind_y,vel_rel_magnitude,phase
63.38,102618,27986.1,5309.27,4071.16,12.7517,-1754.91,-478.586,-3642.2,192.79,52.576,391.075,0,0,0,192.79,52.576,400.885,65825.5,0.655944,5.43115e+06,0,146.955,0,1.21784e+09,7.654e+06,1.2255e+09,-47618.2,-12986.1,-5309.27,49641.9,-142855,-38958.4,-9034.43,-0.0172908,-0.00730062,4069.37,2
63.39,102601,27981.4,5272.89,4068.55,12.7375,-1756.41,-478.995,-3638.5,193.659,52.8128,392.128,0,0,0,193.659,52.8128,401.938,66023.1,0.658758,5.44745e+06,0,146.955,0,1.21628e+09,7.60155e+06,1.22388e+09,-47600.7,-12981.4,-5272.89,49620,-142802,-38944.1,-8930.46,-0.0172908,-0.00730062,4066.76,2
63.4,102583,27976.6,5236.54,4065.92,12.7234,-1757.9,-479.401,-3634.79,194.528,53.0499,393.179,0,0,0,194.528,53.0499,402.989,66220.4,0.661581,5.46373e+06,0,146.955,0,1.21471e+09,7.54915e+06,1.22226e+09,-47583.1,-12976.6,-5236.54,49598.1,-142749,-38929.7,-8826.63,-0.0172908,-0.00730062,4064.14,2
63.41,102566,27971.8,5200.23,4063.28,12.7092,-1759.38,-479.804,-3631.07,195.398,53.2873,394.227,0,0,0,195.398,53.2873,404.037,66417.5,0.664413,5.48e+06,0,146.955,0,1.21313e+09,7.49681e+06,1.22063e+09,-47565.6,-12971.8,-5200.23,49576.1,-142697,-38915.4,-8722.94,-0.0172908,-0.00730062,4061.5,2
63.42,102548,27967,5163.96,4060.63,12.6951,-1760.84,-480.204,-3627.33,196.27,53.5249,395.273,0,0,0,196.27,53.5249,405.083,66614.4,0.667254,5.49624e+06,0,146.955,0,1.21155e+09,7.44452e+06,1.21899e+09,-47548,-12967,-5163.96,49554.2,-142644,-38901,-8619.37,-0.0172908,-0.00730062,4058.84,2
63.43,102530,27962.2,5127.73,4057.96,12.6808,-1762.3,-480.6,-3623.58,197.142,53.7628,396.316,0,0,0,197.142,53.7628,406.126,66811.1,0.670105,5.51246e+06,0,146.955,0,1.20996e+09,7.39228e+06,1.21735e+09,-47530.4,-12962.2,-5127.73,49532.3,-142591,-38886.6,-8515.94,-0.0172908,-0.00730062,4056.17,2
63.44,102513,27957.4,5091.53,4055.27,12.6666,-1763.74,-480.994,-3619.82,198.015,54.0009,397.357,0,0,0,198.015,54.0009,407.167,67007.4,0.672964,5.52867e+06,0,146.955,0,1.20836e+09,7.3401e+06,1.2157e+09,-47512.8,-12957.4,-5091.53,49510.5,-142538,-38872.2,-8412.64,-0.0172908,-0.00730062,4053.49,2
63.45,102495,27952.6,5055.37,4052.58,12.6524,-1765.18,-481.385,-3616.05,198.889,54.2392,398.395,0,0,0,198.889,54.2392,408.205,67203.6,0.675833,5.54485e+06,0,146.955,0,1.20675e+09,7.28797e+06,1.21404e+09,-47495.2,-12952.6,-5055.37,49488.6,-142486,-38857.8,-8309.47,-0.0172908,-0.00730062,4050.79,2
63.46,102478,27947.8,5019.25,4049.86,12.6381,-1766.6,-481.773,-3612.26,199.764,54.4777,399.43,0,0,0,199.764,54.4777,409.24,67399.4,0.678711,5.56101e+06,0,146.955,0,1.20513e+09,7.2359e+06,1.21237e+09,-47477.6,-12947.8,-5019.25,49466.7,-142433,-38843.4,-8206.44,-0.0172908,-0.00730062,4048.08,2
63.47,102460,27943,4983.17,4047.14,12.6238,-1768.01,-482.158,-3608.46,200.639,54.7165,400.462,0,0,0,200.639,54.7165,410.272,67595,0.681598,5.57715e+06,0,146.955,0,1.20351e+09,7.18388e+06,1.21069e+09,-47459.9,-12943,-4983.17,49444.9,-142380,-38828.9,-8103.54,-0.0172908,-0.00730062,4045.36,2
63.48,102442,27938.2,4947.13,4044.4,12.6095,-1769.41,-482.54,-3604.65,201.515,54.9555,401.492,0,0,0,201.515,54.9555,411.302,67790.3,0.684495,5.59326e+06,0,146.955,0,1.20188e+09,7.13192e+06,1.20901e+09,-47442.3,-12938.2,-4947.13,49423,-142327,-38814.5,-8000.78,-0.0172908,-0.00730062,4042.62,2
63.49,102425,27933.3,4911.12,4041.64,12.5951,-1770.8,-482.919,-3600.82,202.392,55.1946,402.518,0,0,0,202.392,55.1946,412.328,67985.4,0.687401,5.60935e+06,0,146.955,0,1.20024e+09,7.08001e+06,1.20732e+09,-47424.6,-12933.3,-4911.12,49401.2,-142274,-38800,-7898.15,-0.0172908,-0.00730062,4039.86,2
63.5,102407,27928.5,4875.15,4038.87,12.5807,-1772.18,-483.295,-3596.98,203.27,55.434,403.542,0,0,0,203.27,55.434,413.352,68180.1,0.690316,5.62542e+06,0,146.955,0,1.1986e+09,7.02816e+06,1.20563e+09,-47406.9,-12928.5,-4875.15,49379.4,-142221,-38785.5,-7795.66,-0.0172908,-0.00730062,4037.09,2
63.51,102389,27923.7,4839.22,4036.09,12.5663,-1773.55,-483.668,-3593.13,204.148,55.6735,404.563,0,0,0,204.148,55.6735,414.373,68374.5,0.69324,5.64146e+06,0,146.955,0,1.19695e+09,6.97636e+06,1.20392e+09,-47389.2,-12923.7,-4839.22,49357.6,-142168,-38771.1,-7693.3,-0.0172908,-0.00730062,4034.31,2
63.52,102371,27918.9,4803.33,4033.29,12.5519,-1774.9,-484.038,-3589.27,205.027,55.9132,405.581,0,0,0,205.027,55.9132,415.391,68568.7,0.696173,5.65748e+06,0,146.955,0,1.19529e+09,6.92462e+06,1.20221e+09,-47371.5,-12918.9,-4803.33,49335.8,-142114,-38756.6,-7591.08,-0.0172908,-0.00730062,4031.51,2
63.53,102354,27914,4767.48,4030.47,12.5375,-1776.25,-484.406,-3585.39,205.907,56.1531,406.596,0,0,0,205.907,56.1531,416.406,68762.5,0.699116,5.67347e+06,0,146.955,0,1.19362e+09,6.87294e+06,1.20049e+09,-47353.7,-12914,-4767.48,49314.1,-142061,-38742.1,-7488.99,-0.0172908,-0.00730062,4028.7,2
63.54,102336,27909.2,4731.67,4027.65,12.523,-1777.58,-484.77,-3581.5,206.787,56.3931,407.608,0,0,0,206.787,56.3931,417.418,68956,0.702067,5.68944e+06,0,146.955,0,1.19195e+09,6.82131e+06,1.19877e+09,-47336,-12909.2,-4731.67,49292.3,-142008,-38727.5,-7387.05,-0.0172908,-0.00730062,4025.87,2
63.55,102318,27904.3,4695.89,4024.81,12.5085,-1778.91,-485.131,-3577.6,207.668,56.6333,408.616,0,0,0,207.668,56.6333,418.426,69149.1,0.705028,5.70537e+06,0,146.955,0,1.19027e+09,6.76973e+06,1.19704e+09,-47318.3,-12904.3,-4695.89,49270.6,-141955,-38713,-7285.24,-0.0172908,-0.00730062,4023.03,2
63.56,102300,27899.5,4660.16,4021.95,12.494,-1780.22,-485.488,-3573.68,208.549,56.8736,409.622,0,0,0,208.549,56.8736,419.432,69342,0.707999,5.72128e+06,0,146.955,0,1.18858e+09,6.71822e+06,1.1953e+09,-47300.5,-12899.5,-4660.16,49248.9,-141901,-38698.5,-7183.56,-0.0172908,-0.00730062,4020.18,2
63.57,102283,27894.6,4624.46,4019.08,12.4795,-1781.52,-485.843,-3569.76,209.431,57.1141,410.624,0,0,0,209.431,57.1141,420.434,69534.5,0.710978,5.73717e+06,0,146.955,0,1.18688e+09,6.66676e+06,1.19355e+09,-47282.7,-12894.6,-4624.46,49227.1,-141848,-38683.9,-7082.03,-0.0172908,-0.00730062,4017.31,2
63.58,102265,27889.8,4588.81,4016.2,12.465,-1782.81,-486.195,-3565.82,210.313,57.3547,411.623,0,0,0,210.313,57.3547,421.433,69726.6,0.713967,5.75302e+06,0,146.955,0,1.18518e+09,6.61535e+06,1.1918e+09,-47264.9,-12889.8,-4588.81,49205.4,-141795,-38669.4,-6980.63,-0.0172908,-0.00730062,4014.43,2
63.59,102247,27884.9,4553.19,4013.3,12.4504,-1784.09,-486.544,-3561.86,211.196,57.5954,412.619,0,0,0,211.196,57.5954,422.429,69918.4,0.716965,5.76884e+06,0,146.955,0,1.18347e+09,6.56401e+06,1.19004e+09,-47247.1,-12884.9,-4553.19,49183.8,-141741,-38654.8,-6879.38,-0.0172908,-0.00730062,4011.53,2
63.6,102229,27880.1,4517.61,4010.39,12.4358,-1785.36,-486.89,-3557.9,212.079,57.8363,413.612,0,0,0,212.079,57.8363,423.422,70109.8,0.719972,5.78463e+06,0,146.955,0,1.18176e+09,6.51272e+06,1.18827e+09,-47229.3,-12880.1,-4517.61,49162.1,-141688,-38640.2,-6778.26,-0.0172908,-0.00730062,4008.62,2
63.61,102211,27875.2,4482.07,4007.46,12.4212,-1786.62,-487.233,-3553.92,212.962,58.0772,414.601,0,0,0,212.962,58.0772,424.411,70300.8,0.722989,5.8004e+06,0,146.955,0,1.18003e+09,6.46148e+06,1.18649e+09,-47211.4,-12875.2,-4482.07,49140.4,-141634,-38625.6,-6677.28,-0.0172908,-0.00730062,4005.7,2
63.62,102194,27870.3,4446.58,4004.52,12.4065,-1787.86,-487.572,-3549.93,213.846,58.3183,415.586,0,0,0,213.846,58.3183,425.396,70491.4,0.726014,5.81613e+06,0,146.955,0,1.1783e+09,6.41031e+06,1.18471e+09,-47193.6,-12870.3,-4446.58,49118.8,-141581,-38611,-6576.44,-0.0172908,-0.00730062,4002.76,2
63.63,102176,27865.5,4411.12,4001.57,12.3919,-1789.1,-487.909,-3545.93,214.731,58.5594,416.569,0,0,0,214.731,58.5594,426.379,70681.7,0.729049,5.83182e+06,0,146.955,0,1.17656e+09,6.35919e+06,1.18292e+09,-47175.7,-12865.5,-4411.12,49097.1,-141527,-38596.4,-6475.74,-0.0172908,-0.00730062,3999.81,2
63.64,102158,27860.6,4375.7,3998.6,12.3772,-1790.32,-488.243,-3541.92,215.615,58.8006,417.547,0,0,0,215.615,58.8006,427.357,70871.6,0.732093,5.84749e+06,0,146.955,0,1.17482e+09,6.30813e+06,1.18113e+09,-47157.9,-12860.6,-4375.7,49075.5,-141474,-38581.8,-6375.18,-0.0172908,-0.00730062,3996.84,2
63.65,102140,27855.7,4340.32,3995.62,12.3625,-1791.53,-488.573,-3537.89,216.5,59.0419,418.522,0,0,0,216.5,59.0419,428.332,71061,0.735147,5.86312e+06,0,146.955,0,1.17307e+09,6.25713e+06,1.17932e+09,-47140,-12855.7,-4340.32,49053.9,-141420,-38567.2,-6274.76,-0.0172908,-0.00730062,3993.86,2
63.66,102122,27850.8,4304.99,3992.62,12.3478,-1792.73,-488.9,-3533.85,217.385,59.2833,419.494,0,0,0,217.385,59.2833,429.304,71250.1,0.738209,5.87872e+06,0,146.955,0,1.17131e+09,6.20619e+06,1.17751e+09,-47122.1,-12850.8,-4304.99,49032.3,-141366,-38552.5,-6174.49,-0.0172908,-0.00730062,3990.86,2
63.67,102104,27846,4269.69,3989.61,12.333,-1793.92,-489.225,-3529.8,218.27,59.5247,420.462,0,0,0,218.27,59.5247,430.272,71438.7,0.741281,5.89428e+06,0,146.955,0,1.16954e+09,6.15531e+06,1.1757e+09,-47104.2,-12846,-4269.69,49010.8,-141313,-38537.9,-6074.35,-0.0172908,-0.00730062,3987.85,2
63.68,102086,27841.1,4234.43,3986.59,12.3183,-1795.1,-489.546,-3525.74,219.156,59.7662,421.426,0,0,0,219.156,59.7662,431.236,71626.9,0.744362,5.90981e+06,0,146.955,0,1.16777e+09,6.10448e+06,1.17387e+09,-47086.3,-12841.1,-4234.43,48989.2,-141259,-38523.2,-5974.36,-0.0172908,-0.00730062,3984.83,2
63.69,102068,27836.2,4199.22,3983.55,12.3035,-1796.27,-489.864,-3521.67,220.041,60.0077,422.387,0,0,0,220.041,60.0077,432.197,71814.7,0.747452,5.92531e+06,0,146.955,0,1.16599e+09,6.05371e+06,1.17204e+09,-47068.3,-12836.2,-4199.22,48967.6,-141205,-38508.6,-5874.51,-0.0172908,-0.00730062,3981.79,2
63.7,102050,27831.3,4164.04,3980.5,12.2887,-1797.42,-490.179,-3517.58,220.927,60.2492,423.343,0,0,0,220.927,60.2492,433.153,72002,0.750552,5.94076e+06,0,146.955,0,1.1642e+09,6.003e+06,1.17021e+09,-47050.4,-12831.3,-4164.04,48946.1,-141151,-38493.9,-5774.8,-0.0172908,-0.00730062,3978.74,2
63.71,102032,27826.4,4128.91,3977.43,12.2738,-1798.56,-490.491,-3513.48,221.813,60.4908,424.296,0,0,0,221.813,60.4908,434.106,72188.9,0.753661,5.95618e+06,0,146.955,0,1.16241e+09,5.95235e+06,1.16836e+09,-47032.5,-12826.4,-4128.91,48924.6,-141097,-38479.2,-5675.23,-0.0172908,-0.00730062,3975.68,2
63.72,102014,27821.5,4093.82,3974.35,12.259,-1799.7,-490.8,-3509.37,222.699,60.7324,425.245,0,0,0,222.699,60.7324,435.055,72375.4,0.756778,5.97156e+06,0,146.955,0,1.16061e+09,5.90176e+06,1.16651e+09,-47014.5,-12821.5,-4093.82,48903.1,-141043,-38464.5,-5575.81,-0.0172908,-0.00730062,3972.6,2
63.73,101997,27816.6,4058.77,3971.26,12.2441,-1800.82,-491.106,-3505.25,223.585,60.974,426.191,0,0,0,223.585,60.974,436.001,72561.3,0.759906,5.98691e+06,0,146.955,0,1.15881e+09,5.85123e+06,1.16466e+09,-46996.5,-12816.6,-4058.77,48881.6,-140990,-38449.8,-5476.53,-0.0172908,-0.00730062,3969.51,2
63.74,101979,27811.7,4023.76,3968.15,12.2292,-1801.93,-491.409,-3501.11,224.471,61.2156,427.132,0,0,0,224.471,61.2156,436.942,72746.8,0.763042,6.00221e+06,0,146.955,0,1.15699e+09,5.80076e+06,1.16279e+09,-46978.5,-12811.7,-4023.76,48860.1,-140936,-38435.1,-5377.39,-0.0172908,-0.00730062,3966.4,2
63.75,101961,27806.8,3988.79,3965.03,12.2143,-1803.03,-491.708,-3496.97,225.357,61.4572,428.069,0,0,0,225.357,61.4572,437.879,72931.8,0.766188,6.01748e+06,0,146.955,0,1.15517e+09,5.75035e+06,1.16092e+09,-46960.5,-12806.8,-3988.79,48838.7,-140882,-38420.4,-5278.4,-0.0172908,-0.00730062,3963.28,2
63.76,101943,27801.9,3953.86,3961.9,12.1994,-1804.11,-492.005,-3492.81,226.242,61.6988,429.002,0,0,0,226.242,61.6988,438.812,73116.4,0.769342,6.0327e+06,0,146.955,0,1.15335e+09,5.7e+06,1.15905e+09,-46942.5,-12801.9,-3953.86,48817.2,-140828,-38405.6,-5179.56,-0.0172908,-0.00730062,3960.15,2
63.77,101925,27797,3918.98,3958.75,12.1844,-1805.19,-492.298,-3488.64,227.128,61.9404,429.932,0,0,0,227.128,61.9404,439.742,73300.4,0.772506,6.04789e+06,0,146.955,0,1.15152e+09,5.64971e+06,1.15717e+09,-46924.5,-12797,-3918.98,48795.8,-140774,-38390.9,-5080.85,-0.0172908,-0.00730062,3957,2
63.78,101906,27792,3884.13,3955.59,12.1694,-1806.25,-492.588,-3484.46,228.014,62.1819,430.857,0,0,0,228.014,62.1819,440.667,73484,0.775679,6.06303e+06,0,146.955,0,1.14968e+09,5.59948e+06,1.15528e+09,-46906.5,-12792,-3884.13,48774.4,-140719,-38376.1,-4982.3,-0.0172908,-0.00730062,3953.84,2
63.79,101888,27787.1,3849.33,3952.41,12.1544,-1807.31,-492.875,-3480.27,228.899,62.4234,431.777,0,0,0,228.899,62.4234,441.587,73667,0.778862,6.07813e+06,0,146.955,0,1.14783e+09,5.5493e+06,1.15338e+09,-46888.4,-12787.1,-3849.33,48753,-140665,-38361.4,-4883.89,-0.0172908,-0.00730062,3950.66,2
63.8,101870,27782.2,3814.57,3949.22,12.1394,-1808.35,-493.159,-3476.06,229.785,62.6648,432.694,0,0,0,229.785,62.6648,442.504,73849.5,0.782053,6.09319e+06,0,146.955,0,1.14598e+09,5.49919e+06,1.15148e+09,-46870.4,-12782.2,-3814.57,48731.6,-140611,-38346.6,-4785.62,-0.0172908,-0.00730062,3947.47,2
63.81,101852,27777.3,3779.85,3946.02,12.1244,-1809.38,-493.44,-3471.85,230.67,62.9062,433.607,0,0,0,230.67,62.9062,443.417,74031.5,0.785254,6.10821e+06,0,146.955,0,1.14412e+09,5.44915e+06,1.14957e+09,-46852.3,-12777.3,-3779.85,48710.2,-140557,-38331.8,-4687.5,-0.0172908,-0.00730062,3944.27,2
63.82,101834,27772.3,3745.18,3942.8,12.1093,-1810.39,-493.718,-3467.62,231.555,63.1476,434.515,0,0,0,231.555,63.1476,444.325,74213,0.788464,6.12318e+06,0,146.955,0,1.14226e+09,5.39916e+06,1.14766e+09,-46834.3,-12772.3,-3745.18,48688.9,-140503,-38317,-4589.53,-0.0172908,-0.00730062,3941.06,2
63.83,101816,27767.4,3710.55,3939.57,12.0942,-1811.4,-493.992,-3463.38,232.439,63.3888,435.419,0,0,0,232.439,63.3888,445.229,74393.9,0.791683,6.13811e+06,0,146.955,0,1.14039e+09,5.34923e+06,1.14574e+09,-46816.2,-12767.4,-3710.55,48667.5,-140449,-38302.3,-4491.7,-0.0172908,-0.00730062,3937.83,2
63.84,101798,27762.5,3675.96,3936.33,12.0791,-1812.4,-494.263,-3459.13,233.324,63.63,436.318,0,0,0,233.324,63.63,446.128,74574.3,0.794911,6.15299e+06,0,146.955,0,1.13851e+09,5.29936e+06,1.14381e+09,-46798.1,-12762.5,-3675.96,48646.2,-140394,-38287.5,-4394.02,-0.0172908,-0.00730062,3934.58,2
63.85,101780,27757.5,3641.41,3933.07,12.064,-1813.38,-494.532,-3454.87,234.208,63.8711,437.213,0,0,0,234.208,63.8711,447.023,74754.1,0.798149,6.16783e+06,0,146.955,0,1.13663e+09,5.24956e+06,1.14187e+09,-46780,-12757.5,-3641.41,48624.9,-140340,-38272.6,-4296.49,-0.0172908,-0.00730062,3931.33,2
63.86,101762,27752.6,3606.9,3929.8,12.0489,-1814.35,-494.797,-3450.6,235.091,64.112,438.104,0,0,0,235.091,64.112,447.914,74933.4,0.801396,6.18262e+06,0,146.955,0,1.13474e+09,5.19981e+06,1.13994e+09,-46761.9,-12752.6,-3606.9,48603.6,-140286,-38257.8,-4199.1,-0.0172908,-0.00730062,3928.06,2
63.87,101744,27747.7,3572.44,3926.51,12.0337,-1815.31,-495.059,-3446.31,235.975,64.3529,438.99,0,0,0,235.975,64.3529,448.8,75112.1,0.804651,6.19737e+06,0,146.955,0,1.13284e+09,5.15013e+06,1.13799e+09,-46743.8,-12747.7,-3572.44,48582.3,-140231,-38243,-4101.86,-0.0172908,-0.00730062,3924.78,2
63.88,101726,27742.7,3538.02,3923.22,12.0185,-1816.26,-495.318,-3442.02,236.857,64.5937,439.872,0,0,0,236.857,64.5937,449.682,75290.2,0.807916,6.21207e+06,0,146.955,0,1.13094e+09,5.10051e+06,1.13604e+09,-46725.6,-12742.7,-3538.02,48561.1,-140177,-38228.2,-4004.77,-0.0172908,-0.00730062,3921.48,2
63.89,101707,27737.8,3503.65,3919.9,12.0033,-1817.2,-495.573,-3437.71,237.74,64.8343,440.749,0,0,0,237.74,64.8343,450.559,75467.8,0.81119,6.22672e+06,0,146.955,0,1.12903e+09,5.05096e+06,1.13408e+09,-46707.5,-12737.8,-3503.65,48539.8,-140122,-38213.3,-3907.83,-0.0172908,-0.00730062,3918.17,2
63.9,101689,27732.8,3469.31,3916.58,11.9881,-1818.13,-495.826,-3433.39,238.622,65.0748,441.621,0,0,0,238.622,65.0748,451.431,75644.8,0.814473,6.24132e+06,0,146.955,0,1.12712e+09,5.00146e+06,1.13212e+09,-46689.3,-12732.8,-3469.31,48518.6,-140068,-38198.5,-3811.04,-0.0172908,-0.00730062,3914.85,2
63.91,101671,27727.9,3435.02,3913.24,11.9729,-1819.04,-496.075,-3429.06,239.503,65.3151,442.489,0,0,0,239.503,65.3151,452.299,75821.1,0.817766,6.25587e+06,0,146.955,0,1.1252e+09,4.95203e+06,1.13015e+09,-46671.2,-12727.9,-3435.02,48497.4,-140014,-38183.6,-3714.4,-0.0172908,-0.00730062,3911.51,2
63.92,101653,27722.9,3400.78,3909.89,11.9576,-1819.94,-496.321,-3424.72,240.384,65.5553,443.352,0,0,0,240.384,65.5553,453.162,75996.9,0.821067,6.27037e+06,0,146.955,0,1.12327e+09,4.90266e+06,1.12817e+09,-46653,-12722.9,-3400.78,48476.2,-139959,-38168.8,-3617.9,-0.0172908,-0.00730062,3908.16,2
63.93,101635,27718,3366.57,3906.53,11.9423,-1820.83,-496.564,-3420.37,241.264,65.7954,444.211,0,0,0,241.264,65.7954,454.021,76172.1,0.824378,6.28482e+06,0,146.955,0,1.12134e+09,4.85335e+06,1.12619e+09,-46634.8,-12718,-3366.57,48455,-139905,-38153.9,-3521.56,-0.0172908,-0.00730062,3904.8,2
63.94,101617,27713,3332.41,3903.15,11.927,-1821.71,-496.804,-3416.01,242.143,66.0353,445.065,0,0,0,242.143,66.0353,454.875,76346.6,0.827697,6.29923e+06,0,146.955,0,1.1194e+09,4.8041e+06,1.1242e+09,-46616.7,-12713,-3332.41,48433.9,-139850,-38139,-3425.36,-0.0172908,-0.00730062,3901.42,2
63.95,101598,27708,3298.3,3899.76,11.9117,-1822.58,-497.041,-3411.64,243.022,66.2749,445.913,0,0,0,243.022,66.2749,455.723,76520.5,0.831026,6.31358e+06,0,146.955,0,1.11746e+09,4.75492e+06,1.12221e+09,-46598.5,-12708,-3298.3,48412.7,-139795,-38124.1,-3329.32,-0.0172908,-0.00730062,3898.03,2
63.96,101580,27703.1,3264.23,3896.36,11.8964,-1823.44,-497.274,-3407.26,243.901,66.5145,446.757,0,0,0,243.901,66.5145,456.567,76693.8,0.834364,6.32787e+06,0,146.955,0,1.11551e+09,4.7058e+06,1.12021e+09,-46580.3,-12703.1,-3264.23,48391.6,-139741,-38109.2,-3233.42,-0.0172908,-0.00730062,3894.63,2
63.97,101562,27698.1,3230.2,3892.94,11.881,-1824.28,-497.505,-3402.86,244.778,66.7538,447.597,0,0,0,244.778,66.7538,457.407,76866.5,0.837711,6.34212e+06,0,146.955,0,1.11355e+09,4.65675e+06,1.11821e+09,-46562.1,-12698.1,-3230.2,48370.5,-139686,-38094.3,-3137.68,-0.0172908,-0.00730062,3891.21,2
63.98,101544,27693.1,3196.21,3889.51,11.8657,-1825.11,-497.732,-3398.46,245.655,66.9929,448.431,0,0,0,245.655,66.9929,458.241,77038.5,0.841067,6.35631e+06,0,146.955,0,1.11159e+09,4.60775e+06,1.1162e+09,-46543.8,-12693.1,-3196.21,48349.4,-139631,-38079.4,-3042.09,-0.0172908,-0.00730062,3887.79,2
63.99,101526,27688.2,3162.28,3886.07,11.8503,-1825.94,-497.956,-3394.04,246.531,67.2318,449.26,0,0,0,246.531,67.2318,459.07,77209.9,0.844432,6.37045e+06,0,146.955,0,1.10962e+09,4.55883e+06,1.11418e+09,-46525.6,-12688.2,-3162.28,48328.3,-139577,-38064.5,-2946.65,-0.0172908,-0.00730062,3884.35,2
64,101507,27683.2,3128.38,3882.61,11.8349,-1826.75,-498.177,-3389.62,247.406,67.4705,450.084,0,0,0,247.406,67.4705,459.894,77380.6,0.847806,6.38453e+06,0,146.955,0,1.10765e+09,4.50996e+06,1.11216e+09,-46507.4,-12683.2,-3128.38,48307.2,-139522,-38049.6,-2851.36,-0.0172908,-0.00730062,3880.89,2
64.01,101489,27678.2,3094.53,3879.14,11.8194,-1827.54,-498.394,-3385.18,248.281,67.7089,450.904,0,0,0,248.281,67.7089,460.714,77550.6,0.851189,6.39856e+06,0,146.955,0,1.10567e+09,4.46116e+06,1.11013e+09,-46489.1,-12678.2,-3094.53,48286.2,-139467,-38034.7,-2756.22,-0.0172908,-0.00730062,3877.42,2
64.02,101471,27673.2,3060.72,3875.66,11.804,-1828.33,-498.609,-3380.73,249.154,67.9471,451.718,0,0,0,249.154,67.9471,461.528,77719.9,0.854581,6.41254e+06,0,146.955,0,1.10369e+09,4.41242e+06,1.1081e+09,-46470.9,-12673.2,-3060.72,48265.1,-139413,-38019.8,-2661.23,-0.0172908,-0.00730062,3873.94,2
64.03,101453,27668.3,3026.96,3872.17,11.7885,-1829.11,-498.82,-3376.28,250.027,68.1851,452.527,0,0,0,250.027,68.1851,462.337,77888.6,0.857982,6.42645e+06,0,146.955,0,1.1017e+09,4.36375e+06,1.10606e+09,-46452.6,-12668.3,-3026.96,48244.1,-139358,-38004.8,-2566.4,-0.0172908,-0.00730062,3870.45,2
64.04,101434,27663.3,2993.24,3868.66,11.7731,-1829.87,-499.028,-3371.81,250.898,68.4228,453.331,0,0,0,250.898,68.4228,463.141,78056.6,0.861392,6.44031e+06,0,146.955,0,1.0997e+09,4.31514e+06,1.10402e+09,-46434.4,-12663.3,-2993.24,48223.1,-139303,-37989.9,-2471.72,-0.0172908,-0.00730062,3866.95,2
64.05,101416,27658.3,2959.57,3865.14,11.7576,-1830.62,-499.233,-3367.33,251.769,68.6602,454.129,0,0,0,251.769,68.6602,463.939,78223.9,0.864811,6.45412e+06,0,146.955,0,1.0977e+09,4.2666e+06,1.10197e+09,-46416.1,-12658.3,-2959.57,48202.1,-139248,-37974.9,-2377.19,-0.0172908,-0.00730062,3863.43,2
64.06,101398,27653.3,2925.94,3861.61,11.742,-1831.36,-499.435,-3362.84,252.639,68.8974,454.923,0,0,0,252.639,68.8974,464.733,78390.5,0.86824,6.46786e+06,0,146.955,0,1.0957e+09,4.21812e+06,1.09992e+09,-46397.8,-12653.3,-2925.94,48181.2,-139193,-37960,-2282.81,-0.0172908,-0.00730062,3859.9,2
64.07,101380,27648.3,2892.36,3858.07,11.7265,-1832.09,-499.634,-3358.35,253.507,69.1343,455.711,0,0,0,253.507,69.1343,465.521,78556.4,0.871677,6.48155e+06,0,146.955,0,1.09369e+09,4.16971e+06,1.09786e+09,-46379.5,-12648.3,-2892.36,48160.2,-139139,-37945,-2188.59,-0.0172908,-0.00730062,3856.35,2
64.08,101361,27643.3,2858.82,3854.51,11.711,-1832.8,-499.829,-3353.84,254.375,69.3709,456.494,0,0,0,254.375,69.3709,466.304,78721.6,0.875123,6.49518e+06,0,146.955,0,1.09167e+09,4.12136e+06,1.09579e+09,-46361.2,-12643.3,-2858.82,48139.3,-139084,-37930,-2094.52,-0.0172908,-0.00730062,3852.8,2
64.09,101343,27638.4,2825.33,3850.94,11.6954,-1833.51,-500.021,-3349.32,255.241,69.6072,457.271,0,0,0,255.241,69.6072,467.081,78886,0.878578,6.50875e+06,0,146.955,0,1.08965e+09,4.07307e+06,1.09372e+09,-46342.9,-12638.4,-2825.33,48118.4,-139029,-37915.1,-2000.6,-0.0172908,-0.00730062,3849.23,2
64.1,101325,27633.4,2791.88,3847.36,11.6798,-1834.2,-500.21,-3344.79,256.107,69.8432,458.044,0,0,0,256.107,69.8432,467.854,79049.7,0.882042,6.52226e+06,0,146.955,0,1.08762e+09,4.02485e+06,1.09165e+09,-46324.6,-12633.4,-2791.88,48097.5,-138974,-37900.1,-1906.84,-0.0172908,-0.00730062,3845.65,2
64.11,101306,27628.4,2758.48,3843.76,11.6642,-1834.88,-500.396,-3340.25,256.971,70.0788,458.811,0,0,0,256.971,70.0788,468.621,79212.7,0.885515,6.5357e+06,0,146.955,0,1.08559e+09,3.9767e+06,1.08957e+09,-46306.3,-12628.4,-2758.48,48076.6,-138919,-37885.1,-1813.24,-0.0172908,-0.00730062,3842.05,2
